tp,fp,tn,fn,sensitivity,specificity,precision,f1,false_negative_rate,false_positive_rate,accuracy,held_out,rung,seed,threshold,n,positives,prevalence,auroc,auprc,mae
32,77,1273,32,0.500000,0.942963,0.293578,0.369942,0.500000,0.057037,0.922914,Georgia,rung4b_spatial_cavity,4,100,1414,64,0.045262,0.902130,0.298862,23.749157
11,3,368,17,0.392857,0.991914,0.785714,0.523810,0.607143,0.008086,0.949875,Kazakhstan,agentic_best_spatcav,0,100,399,28,0.070175,0.970447,0.655502,16.941447
10,2,369,18,0.357143,0.994609,0.833333,0.500000,0.642857,0.005391,0.949875,Kazakhstan,agentic_best_spatcav,1,100,399,28,0.070175,0.966307,0.705849,16.501689
12,4,367,16,0.428571,0.989218,0.750000,0.545455,0.571429,0.010782,0.949875,Kazakhstan,agentic_best_spatcav,2,100,399,28,0.070175,0.965730,0.691491,16.679525
13,2,369,15,0.464286,0.994609,0.866667,0.604651,0.535714,0.005391,0.957393,Kazakhstan,agentic_best_spatcav,3,100,399,28,0.070175,0.970928,0.731043,16.462168
11,3,368,17,0.392857,0.991914,0.785714,0.523810,0.607143,0.008086,0.949875,Kazakhstan,agentic_best_spatcav,4,100,399,28,0.070175,0.961013,0.642580,17.129616
10,3,368,18,0.357143,0.991914,0.769231,0.487805,0.642857,0.008086,0.947368,Kazakhstan,rung1_bmc,0,100,399,28,0.070175,0.968906,0.652565,17.358083
11,2,369,17,0.392857,0.994609,0.846154,0.536585,0.607143,0.005391,0.952381,Kazakhstan,rung1_bmc,1,100,399,28,0.070175,0.965152,0.744096,16.367031
14,6,365,14,0.500000,0.983827,0.700000,0.583333,0.500000,0.016173,0.949875,Kazakhstan,rung1_bmc,2,100,399,28,0.070175,0.970158,0.731750,17.314626
15,2,369,13,0.535714,0.994609,0.882353,0.666667,0.464286,0.005391,0.962406,Kazakhstan,rung1_bmc,3,100,399,28,0.070175,0.973720,0.753573,18.000638
13,4,367,15,0.464286,0.989218,0.764706,0.577778,0.535714,0.010782,0.952381,Kazakhstan,rung1_bmc,4,100,399,28,0.070175,0.961109,0.651024,17.584120
11,2,369,17,0.392857,0.994609,0.846154,0.536585,0.607143,0.005391,0.952381,Kazakhstan,rung1_mse,0,100,399,28,0.070175,0.974297,0.688818,17.805245
10,2,369,18,0.357143,0.994609,0.833333,0.500000,0.642857,0.005391,0.949875,Kazakhstan,rung1_mse,1,100,399,28,0.070175,0.972853,0.718536,17.449799
6,2,369,22,0.214286,0.994609,0.750000,0.333333,0.785714,0.005391,0.939850,Kazakhstan,rung1_mse,2,100,399,28,0.070175,0.972853,0.699126,19.011609
17,4,367,11,0.607143,0.989218,0.809524,0.693878,0.392857,0.010782,0.962406,Kazakhstan,rung1_mse,3,100,399,28,0.070175,0.973335,0.734118,18.882460
3,2,369,25,0.107143,0.994609,0.600000,0.181818,0.892857,0.005391,0.932331,Kazakhstan,rung1_mse,4,100,399,28,0.070175,0.966307,0.636615,19.428583
10,3,368,18,0.357143,0.991914,0.769231,0.487805,0.642857,0.008086,0.947368,Kazakhstan,rung4b_spatial_cavity,0,100,399,28,0.070175,0.968040,0.647438,16.979698
10,2,369,18,0.357143,0.994609,0.833333,0.500000,0.642857,0.005391,0.949875,Kazakhstan,rung4b_spatial_cavity,1,100,399,28,0.070175,0.964575,0.730244,16.438218
14,6,365,14,0.500000,0.983827,0.700000,0.583333,0.500000,0.016173,0.949875,Kazakhstan,rung4b_spatial_cavity,2,100,399,28,0.070175,0.965922,0.717147,16.972222
14,2,369,14,0.500000,0.994609,0.875000,0.636364,0.500000,0.005391,0.959900,Kazakhstan,rung4b_spatial_cavity,3,100,399,28,0.070175,0.970350,0.740391,16.381977
13,4,367,15,0.464286,0.989218,0.764706,0.577778,0.535714,0.010782,0.952381,Kazakhstan,rung4b_spatial_cavity,4,100,399,28,0.070175,0.960339,0.638902,17.160357
5,1,458,125,0.038462,0.997821,0.833333,0.073529,0.961538,0.002179,0.786078,Moldova,agentic_best_spatcav,0,100,589,130,0.220713,0.916156,0.744416,22.276655
13,1,458,117,0.100000,0.997821,0.928571,0.180556,0.900000,0.002179,0.799660,Moldova,agentic_best_spatcav,1,100,589,130,0.220713,0.906888,0.742226,21.061160
9,1,458,121,0.069231,0.997821,0.900000,0.128571,0.930769,0.002179,0.792869,Moldova,agentic_best_spatcav,2,100,589,130,0.220713,0.910675,0.737870,21.206088
9,1,458,121,0.069231,0.997821,0.900000,0.128571,0.930769,0.002179,0.792869,Moldova,agentic_best_spatcav,3,100,589,130,0.220713,0.908547,0.733321,21.197054
10,1,458,120,0.076923,0.997821,0.909091,0.141844,0.923077,0.002179,0.794567,Moldova,agentic_best_spatcav,4,100,589,130,0.220713,0.911798,0.751210,22.205787
8,2,457,122,0.061538,0.995643,0.800000,0.114286,0.938462,0.004357,0.789474,Moldova,rung1_bmc,0,100,589,130,0.220713,0.915636,0.729189,22.401718
17,0,459,113,0.130769,1.000000,1.000000,0.231293,0.869231,0.000000,0.808149,Moldova,rung1_bmc,1,100,589,130,0.220713,0.906905,0.739441,21.352729
16,1,458,114,0.123077,0.997821,0.941176,0.217687,0.876923,0.002179,0.804754,Moldova,rung1_bmc,2,100,589,130,0.220713,0.901542,0.723159,21.757052
6,0,459,124,0.046154,1.000000,1.000000,0.088235,0.953846,0.000000,0.789474,Moldova,rung1_bmc,3,100,589,130,0.220713,0.901961,0.713527,22.674801
17,2,457,113,0.130769,0.995643,0.894737,0.228188,0.869231,0.004357,0.804754,Moldova,rung1_bmc,4,100,589,130,0.220713,0.912469,0.747870,21.429468
5,1,458,125,0.038462,0.997821,0.833333,0.073529,0.961538,0.002179,0.786078,Moldova,rung1_mse,0,100,589,130,0.220713,0.916507,0.760690,23.278662
10,0,459,120,0.076923,1.000000,1.000000,0.142857,0.923077,0.000000,0.796265,Moldova,rung1_mse,1,100,589,130,0.220713,0.909988,0.759118,21.947297
8,1,458,122,0.061538,0.997821,0.888889,0.115108,0.938462,0.002179,0.791171,Moldova,rung1_mse,2,100,589,130,0.220713,0.912636,0.751598,21.881111
10,1,458,120,0.076923,0.997821,0.909091,0.141844,0.923077,0.002179,0.794567,Moldova,rung1_mse,3,100,589,130,0.220713,0.901693,0.722317,22.181357
5,1,458,125,0.038462,0.997821,0.833333,0.073529,0.961538,0.002179,0.786078,Moldova,rung1_mse,4,100,589,130,0.220713,0.914698,0.753064,23.469064
8,1,458,122,0.061538,0.997821,0.888889,0.115108,0.938462,0.002179,0.791171,Moldova,rung4b_spatial_cavity,0,100,589,130,0.220713,0.915066,0.732824,21.912300
